sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
"iPhone 14",,Phone,configurable,"Default Category,Default Category/Phone",base,"iPhone 14",,,,1,"Taxable Goods","Catalog, Search",,,,,iphone-14,"iPhone 14","iPhone 14","iPhone 14",/i/p/iphone-14-bbh-org_1.jpg,,/i/p/iphone-14-bbh-org_1.jpg,,/i/p/iphone-14-bbh-org_1.jpg,,,,"12/19/24, 2:41 AM","12/19/24, 2:41 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/iphone-14-bbh-org_1.jpg,,,,,,,,,,,,,"sku=iPhone 14-128GB,rom=128GB|sku=iPhone 14-256GB,rom=256GB",rom=ROM,"Column configurable_variations: Attribute with code ""rom"" does not exist or is missing from product attribute set"
"iPhone 12-64GB",,Phone,virtual,"Default Category,Default Category/Phone",base,"iPhone 12-64GB",,,,1,"Taxable Goods","Not Visible Individually",11990000.000000,,,,iphone-12-64gb,"iPhone 12","iPhone 12","iPhone 12",/i/p/iphone-12-xanh-la-1-1-750x500_2.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_2.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_2.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_2.jpg,,"12/19/24, 2:43 AM","12/19/24, 2:43 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=64GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/iphone-12-xanh-la-1-1-750x500_2.jpg,,,,,,,,,,,,,,,
"iPhone 12-128GB",,Phone,virtual,"Default Category,Default Category/Phone",base,"iPhone 12-128GB",,,,1,"Taxable Goods","Not Visible Individually",13990000.000000,,,,iphone-12-128gb,"iPhone 12","iPhone 12","iPhone 12",/i/p/iphone-12-xanh-la-1-1-750x500_3.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_3.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_3.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_3.jpg,,"12/19/24, 2:43 AM","12/19/24, 2:43 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=128GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/iphone-12-xanh-la-1-1-750x500_3.jpg,,,,,,,,,,,,,,,
"iPhone 12",,Phone,configurable,"Default Category,Default Category/Phone",base,"iPhone 12",,,,1,"Taxable Goods","Catalog, Search",,,,,iphone-12,"iPhone 12","iPhone 12","iPhone 12",/i/p/iphone-12-xanh-la-1-1-750x500_1.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_1.jpg,,/i/p/iphone-12-xanh-la-1-1-750x500_1.jpg,,,,"12/19/24, 2:43 AM","12/19/24, 2:43 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/i/p/iphone-12-xanh-la-1-1-750x500_1.jpg,,,,,,,,,,,,,"sku=iPhone 12-64GB,rom=64GB|sku=iPhone 12-128GB,rom=128GB",rom=ROM,"Column configurable_variations: Attribute with code ""rom"" does not exist or is missing from product attribute set"
"Samsung Galaxy S24 Ultra-256GB",,Phone,virtual,"Default Category,Default Category/Phone",base,"Samsung Galaxy S24 Ultra-256GB",,,,1,"Taxable Goods","Not Visible Individually",33990000.000000,,,,samsung-galaxy-s24-ultra-256gb,"Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra",/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_2.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_2.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_2.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_2.jpg,,"12/19/24, 2:44 AM","12/19/24, 2:44 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=256GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_2.jpg,,,,,,,,,,,,,,,
"Samsung Galaxy S24 Ultra-512GB",,Phone,virtual,"Default Category,Default Category/Phone",base,"Samsung Galaxy S24 Ultra-512GB",,,,1,"Taxable Goods","Not Visible Individually",37490000.000000,,,,samsung-galaxy-s24-ultra-512gb,"Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra",/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_3.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_3.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_3.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_3.jpg,,"12/19/24, 2:44 AM","12/19/24, 2:44 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=512GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_3.jpg,,,,,,,,,,,,,,,
"Samsung Galaxy S24 Ultra",,Phone,configurable,"Default Category,Default Category/Phone",base,"Samsung Galaxy S24 Ultra",,,,1,"Taxable Goods","Catalog, Search",,,,,samsung-galaxy-s24-ultra,"Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra","Samsung Galaxy S24 Ultra",/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_1.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_1.jpg,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_1.jpg,,,,"12/19/24, 2:44 AM","12/19/24, 2:44 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/samsung-galaxy-s24-ultra-xam-1-750x500_1.jpg,,,,,,,,,,,,,"sku=Samsung Galaxy S24 Ultra-256GB,rom=256GB|sku=Samsung Galaxy S24 Ultra-512GB,rom=512GB",rom=ROM,"Column configurable_variations: Attribute with code ""rom"" does not exist or is missing from product attribute set"
"OPPO Reno11 Pro-512GB",,Phone,virtual,"Default Category,Default Category/Phone",base,"OPPO Reno11 Pro-512GB",,,,1,"Taxable Goods","Not Visible Individually",16990000.000000,,,,oppo-reno11-pro-512gb,"OPPO Reno11 Pro","OPPO Reno11 Pro","OPPO Reno11 Pro",/o/p/oppo-reno-11-pro-1-750x500_2.jpg,,/o/p/oppo-reno-11-pro-1-750x500_2.jpg,,/o/p/oppo-reno-11-pro-1-750x500_2.jpg,,/o/p/oppo-reno-11-pro-1-750x500_2.jpg,,"12/19/24, 2:46 AM","12/19/24, 2:46 AM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"is_featured=No,rom=512GB",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/o/p/oppo-reno-11-pro-1-750x500_2.jpg,,,,,,,,,,,,,,,
"OPPO Reno11 Pro",,Phone,configurable,"Default Category,Default Category/Phone",base,"OPPO Reno11 Pro",,,,1,"Taxable Goods","Catalog, Search",,,,,oppo-reno11-pro,"OPPO Reno11 Pro","OPPO Reno11 Pro","OPPO Reno11 Pro",/o/p/oppo-reno-11-pro-1-750x500_1.jpg,,/o/p/oppo-reno-11-pro-1-750x500_1.jpg,,/o/p/oppo-reno-11-pro-1-750x500_1.jpg,,,,"12/19/24, 2:46 AM","12/19/24, 2:46 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,0.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/o/p/oppo-reno-11-pro-1-750x500_1.jpg,,,,,,,,,,,,,"sku=OPPO Reno11 Pro-512GB,rom=512GB",rom=ROM,"Column configurable_variations: Attribute with code ""rom"" does not exist or is missing from product attribute set"
"Laptop Asus Vivobook Go 15",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11 (NJ776W)",,,1.630000,1,"Taxable Goods","Catalog, Search",14490000.000000,,,,laptop-asus-vivobook-go-15-e1504fa-r5-7520u-16gb-512gb-chu-t-win11,"Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11","Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11","Laptop Asus Vivobook Go 15 E1504FA R5 7520U/16GB/512GB/Chuột/Win11",/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg,,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg,,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg,,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg,,"12/19/24, 3:32 AM","12/19/24, 3:40 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-5-750x500.jpg,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-4-750x500.jpg,/a/s/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop Dell Inspiration 15",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5052W1)",,,1.660000,1,"Taxable Goods","Catalog, Search",14490000.000000,,,,laptop-dell-inspiration-15,"Laptop Dell Inspiration 15","Laptop Dell Inspiration 15","Laptop Dell Inspiration 15",/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-2-638629598139234508-750x500.jpg,,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-2-638629598139234508-750x500.jpg,,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-2-638629598139234508-750x500.jpg,,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-2-638629598139234508-750x500.jpg,,"12/19/24, 3:36 AM","12/19/24, 3:39 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-4-638629598151082132-750x500.jpg,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-2-638629598139234508-750x500.jpg,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-5-638629598157403878-750x500.jpg,/d/e/dell-inspiron-15-3520-i5-n5i5052w1-glr-1-638629598131321987-750x500.jpg",",,,",,,,,,,,,,,,,,
NX.KSJSV.002,,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)",,,1.700000,1,"Taxable Goods","Catalog, Search",12990000.000000,,,,laptop-acer-aspire-3-a315-44p-r9w8-r7-5700u-8gb-512gb-win11-nx-ksjsv-002,"Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)","Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)","Laptop Acer Aspire 3 A315 44P R9W8 R7 5700U/8GB/512GB/Win11 (NX.KSJSV.002)",/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-2-750x500.jpg,,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-2-750x500.jpg,,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-2-750x500.jpg,,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-2-750x500.jpg,,"12/19/24, 3:39 AM","12/19/24, 3:39 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-2-750x500.jpg,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-5-750x500.jpg,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-4-750x500.jpg,/a/c/acer-aspire-a315-44p-r9w8-r7-nxksjsv002-hinh-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA)",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA)",,,1.590000,1,"Taxable Goods","Catalog, Search",19790000.000000,,,,laptop-hp-15-fd0234tu-i5-1334u-16gb-512gb-win11-9q969pa,"Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA)","Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA)","Laptop HP 15 fd0234TU i5 1334U/16GB/512GB/Win11 (9Q969PA)",/h/p/hp-15-fd0234tu-i5-9q969pa-2-1-750x500.jpg,,/h/p/hp-15-fd0234tu-i5-9q969pa-2-1-750x500.jpg,,/h/p/hp-15-fd0234tu-i5-9q969pa-2-1-750x500.jpg,,/h/p/hp-15-fd0234tu-i5-9q969pa-2-1-750x500.jpg,,"12/19/24, 3:42 AM","12/19/24, 3:42 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/h/p/hp-15-fd0234tu-i5-9q969pa-2-1-750x500.jpg,/h/p/hp-15-fd0234tu-i5-9q969pa-4-1-750x500.jpg,/h/p/hp-15-fd0234tu-i5-9q969pa-1-1-750x500.jpg,/h/p/hp-15-fd0234tu-i5-9q969pa-5-1-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop Lenovo Ideapad Slim 3",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN)",,,1.620000,1,"Taxable Goods","Catalog, Search",15990000.000000,,,,laptop-lenovo-ideapad-slim-3-15iah8-i5-12450h-16gb-512gb-win11-83er000evn,"Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN)","Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN)","Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN)",/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-2-750x500_1.jpg,,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-2-750x500_1.jpg,,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-2-750x500_1.jpg,,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-2-750x500_1.jpg,,"12/19/24, 3:43 AM","12/19/24, 3:43 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-2-750x500_1.jpg,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-1-750x500.jpg,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-4-750x500.jpg,/l/e/lenovo-ideapad-slim-3-15iah8-i5-83er00evn-glr-5-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop Asus Vivobook 15",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W)",,,1.700000,1,"Taxable Goods","Catalog, Search",12290000.000000,,,,laptop-asus-vivobook-15-x1504za-i3-1215u-8gb-512gb-win11-nj102w,"Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W)","Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W)","Laptop Asus Vivobook 15 X1504ZA i3 1215U/8GB/512GB/Win11 (NJ102W)",/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500.jpg,,"12/19/24, 3:45 AM","12/19/24, 3:45 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-1-750x500.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-4-750x500.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-5-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA)",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA)",,,1.700000,1,"Taxable Goods","Catalog, Search",15190000.000000,,,,laptop-hp-15-fc0085au-r5-7430u-16gb-512gb-win11-a6vv8pa,"Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA)","Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA)","Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA)",/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500_1.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500_1.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500_1.jpg,,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500_1.jpg,,"12/19/24, 3:46 AM","12/19/24, 3:46 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-1-750x500_1.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-2-750x500_1.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-4-750x500_1.jpg,/a/s/asus-vivobook-15-x1504za-i3-nj102w-hinh-5-750x500_1.jpg",",,,",,,,,,,,,,,,,,
"Laptop Apple MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A)",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Apple MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A)",,,1.290000,1,"Taxable Goods","Catalog, Search",19990000.000000,,,,laptop-apple-macbook-air-13-inch-m1-8gb-256gb-mgn63sa-a,"Laptop Apple MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A)","Laptop Apple MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A)","Laptop Apple MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A)",/g/r/grey-1-750x500.jpg,,/g/r/grey-1-750x500.jpg,,/g/r/grey-1-750x500.jpg,,/g/r/grey-1-750x500.jpg,,"12/19/24, 3:47 AM","12/19/24, 3:47 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/grey-3-750x500.jpg,/g/r/grey-2-750x500.jpg,/g/r/grey-1-750x500.jpg,/g/r/grey-5-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop Acer Aspire Lite 14",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)",,,1.500000,1,"Taxable Goods","Catalog, Search",14990000.000000,,,,laptop-acer-aspire-lite-14-51m-59bn-i5-1235u-16gb-512gb-win11-nx-ktxsv-001,"Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)","Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)","Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001)",/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-2-750x500.jpg,,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-2-750x500.jpg,,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-2-750x500.jpg,,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-2-750x500.jpg,,"12/19/24, 3:49 AM","12/19/24, 3:49 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-4-750x500.jpg,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-2-750x500.jpg,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-1-750x500.jpg,/a/c/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001-glr-5-750x500.jpg",",,,",,,,,,,,,,,,,,
"Laptop Lenovo Ideapad 1",,Default,simple,"Default Category,Default Category/Laptop",base,"Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)",,,1.610000,1,"Taxable Goods","Catalog, Search",14490000.000000,,,,laptop-lenovo-ideapad-1-15alc7-r7-5700u-16gb-512gb-win11-82r400c1vn,"Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)","Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)","Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN)",/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-2-2-750x500.jpg,,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-2-2-750x500.jpg,,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-2-2-750x500.jpg,,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-2-2-750x500.jpg,,"12/19/24, 3:50 AM","12/19/24, 3:50 AM",,,"Block after Info Column",,,,"Use config",,,,,"Product -- Full Width",,"Use config",,is_featured=No,100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-1-2-750x500.jpg,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-4-2-750x500.jpg,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-2-2-750x500.jpg,/l/e/lenovo-ideapad-1-15alc7-r7-82r400c1vn-glr-5-2-750x500.jpg",",,,",,,,,,,,,,,,,,
"Smartwatch BeFit Hunter2-black",,smartwatch,virtual,"Default Category,Default Category/Smartwatch",base,"Smartwatch BeFit Hunter2-black",,,,1,"Taxable Goods","Not Visible Individually",790000.000000,,,,smartwatch-befit-hunter2-black,"Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2","Smartwatch BeFit Hunter2",/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_2.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_2.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_2.jpg,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_2.jpg,,"12/19/24, 2:36 PM","12/19/24, 2:36 PM",,,"Block after Info Column",,,,No,,,,,"Product -- Full Width",,"Use config",,"color=black,is_featured=No",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/v/i/vi-vn-befit-hunter2-day-silicone-sld-fix-1_2.jpg,,,,,,,,,,,,,,,
